Date,Temperature High (C),Temperature Low (C),Temperature Average (C),Sea Surface Temperature (C),Sea Ice (WMO Code),Pressure High (mbar),Pressure Low (mbar),Pressure Average (mbar),Wind Peak (knots),Wind 5-Sec Peak (knots),Wind 2-Min Peak (knots),Wind Average (knots),Wind Peak Direction,Wind 5-Sec Peak Direction,Wind 2-Min Peak Direction,Wind Prevailing Direction,Precipitation Melted (mm),Precipitation Snow (cm),Depth at Snowstake (cm),Sky Coverage (tenths)
2007-06-20,0.0,-3.8,-1.9,-0.9,0/5/0,988.9,981.8,985.5,,41.0,34.0,13.0,,,30.0,E,0.3,0,38,
2007-06-21,-1.4,-2.5,-1.9,-1.1,0/5/0,990.6,987.4,989.3,,20.0,17.0,6.0,,,156.0,N,2.3,7,44,
2007-06-22,-1.7,-4.9,-3.1,-1.2,0/5/0,993.0,987.2,990.1,,20.0,14.0,6.0,,,1.0,N,1.5,5,49,
2007-06-23,-2.5,-5.7,-3.9,-1.4,0/5/0,996.9,989.7,993.6,,12.0,10.0,4.0,,,11.0,NE,0.0,0,48,
2007-06-24,-3.6,-5.9,-4.9,-1.6,20590,997.1,990.8,994.1,,20.0,14.0,5.0,,,77.0,N,0.0,0,48,
2007-06-25,-3.9,-6.4,-5.4,-1.4,0/5/0,999.0,990.7,994.4,,33.0,23.0,12.0,,,99.0,NE,0.0,0,46,
2007-06-26,-2.7,-6.0,-3.9,-1.5,0/5/0,1000.3,998.7,999.6,,12.0,10.0,4.0,,,13.0,N,0.3,0,46,
2007-06-27,-3.5,-5.3,-4.4,-1.7,0/5/0,998.8,990.4,995.3,,17.0,14.0,6.0,,,229.0,SW,0.3,2,48,
2007-06-28,-4.3,-5.7,-5.2,-1.6,0/5/0,990.5,984.9,986.8,,22.0,16.0,9.0,,,236.0,SW,0.0,0,47,
2007-06-29,-3.4,-5.0,-4.3,-1.7,0/5/0,992.9,987.0,989.1,,17.0,13.0,5.0,,,214.0,SW,0.0,0,46,
2007-06-30,-3.4,-4.5,-3.9,-1.7,0/5/0,1006.8,992.8,998.7,,36.0,28.0,19.0,,,234.0,SW,0.0,0,45,
2007-07-01,-1.3,-4.5,-3.9,-1.7,0/5/0,1009.3,994.1,1005.8,,20.0,16.0,9.0,,,39.0,SW,0.3,0,45,
2007-07-02,0.2,-3.2,-1.2,-1.6,60690,994.0,958.1,975.4,,28.0,22.0,10.0,,,25.0,N,2.0,3,45,
2007-07-03,-3.0,-11.8,-9.7,-1.4,60690,960.9,952.8,956.2,,49.0,33.0,20.0,,,116.0,E,0.0,0,41,
2007-07-04,-6.2,-11.4,-8.6,-1.6,0/6/0,979.6,960.7,970.6,,42.0,34.0,13.0,,,121.0,E,0.0,0,38,
2007-07-05,-2.8,-13.6,-8.7,-1.3,0/6/0,999.9,979.6,991.0,,48.0,36.0,19.0,,,116.0,E,0.0,0,38,
2007-07-06,-2.7,-5.7,-4.2,-1.4,0/5/0,1003.3,999.5,1002.3,,32.0,27.0,7.0,,,119.0,E,0.0,0,38,
2007-07-07,-3.0,-5.3,-4.0,-1.6,0/5/0,1002.4,998.5,1000.0,,12.0,10.0,5.0,,,27.0,NE,0.0,0,38,
2007-07-08,-1.3,-3.5,-2.3,-1.7,60590,999.6,986.4,992.2,,32.0,26.0,13.0,,,230.0,SW,0.5,1,38,
2007-07-09,-2.3,-8.3,-6.0,-1.6,0/6/0,1005.6,986.9,998.5,,32.0,26.0,9.0,,,205.0,E,0.0,0,36,
2007-07-10,-3.6,-5.5,-4.1,-1.7,0/6/0,1006.8,1001.2,1005.4,,12.0,11.0,6.0,,,18.0,N,0.0,0,37,
2007-07-11,-1.8,-5.0,-3.7,-1.8,0/6/0,1001.2,991.1,995.0,,35.0,28.0,16.0,,,248.0,SW,0.0,0,37,
2007-07-12,-4.9,-6.9,-5.7,-1.8,0/7/0,992.2,987.2,989.8,,32.0,25.0,19.0,,,229.0,SW,0.0,0,37,
2007-07-13,-5.8,-7.1,-6.5,-1.7,60890,993.9,992.0,992.8,,24.0,19.0,11.0,,,237.0,SW,0.0,0,37,
2007-07-14,-6.6,-13.6,-11.1,-1.7,60890,1014.0,993.4,1002.8,,33.0,27.0,13.0,,,24.0,E,0.3,0,36,
2007-07-15,-9.0,-13.7,-11.8,-1.7,60896,1017.1,1011.9,1015.4,,15.0,14.0,7.0,,,34.0,NE,0.0,0,36,
2007-07-16,-8.6,-10.6,-9.2,-1.6,60796,1011.9,1004.1,1006.4,,18.0,16.0,4.0,,,19.0,S,0.0,0,36,
2007-07-17,-7.0,-10.5,-8.4,-1.5,60696,1006.7,1002.1,1004.9,,19.0,17.0,7.0,,,17.0,E,0.0,0,36,
2007-07-18,-7.2,-8.8,-7.7,-1.4,60696,1003.1,1001.5,1002.3,,14.0,13.0,5.0,,,19.0,N,0.0,0,36,
2007-07-19,-6.8,-8.2,-7.6,-1.5,60696,1001.9,997.3,999.0,,12.0,9.0,4.0,,,200.0,SW,0.3,0,36,
2007-07-20,-7.9,-9.6,-8.6,-1.5,60696,1001.9,997.3,999.1,,15.0,12.0,4.0,,,19.0,NE,0.0,2,38,
2007-07-21,-7.1,-9.8,-8.3,-1.5,60896,1006.3,1001.8,1004.1,,11.0,9.0,4.0,,,21.0,NE,0.0,0,38,
2007-07-22,-6.2,-10.6,-8.1,-1.6,60896,1006.5,1002.7,1005.1,,10.0,8.0,5.0,,,39.0,E,0.0,0,38,
2007-07-23,-7.8,-10.6,-8.5,-1.6,60791,1002.7,990.8,997.7,,11.0,9.0,4.0,,,49.0,E,0.0,0,38,
2007-07-24,-1.4,-8.2,-5.2,-1.5,0/5/0,990.8,963.1,974.5,,49.0,36.0,13.0,,,72.0,E,0.0,0,38,
2007-07-25,-7.1,-13.1,-10.9,-1.6,0/5/0,989.1,968.2,979.2,,47.0,35.0,10.0,,,77.0,E,0.0,0,35,
2007-07-26,-8.0,-13.1,-9.5,-1.6,0/5/0,1001.2,989.2,996.2,,25.0,21.0,9.0,,,233.0,SW,0.0,0,35,
2007-07-27,-4.8,-12.2,-10.1,-1.6,60696,1000.5,983.8,996.1,,35.0,28.0,11.0,,,265.0,SW,0.3,0,35,
2007-07-28,-1.3,-7.3,-4.0,,60696,983.9,974.9,979.6,,28.0,21.0,7.0,,,121.0,SE,2.3,5,47,
2007-07-29,1.8,-3.3,-0.2,,0/6/0,974.8,963.9,967.8,,48.0,38.0,23.0,,,25.0,NE,4.6,5,49,
2007-07-30,1.2,-2.0,0.1,-1.5,60696,980.2,971.8,976.2,,39.0,31.0,13.0,,,17.0,NE,4.1,5,47,
2007-07-31,0.1,-8.2,-4.4,-1.7,70696,1001.3,980.2,993.1,,23.0,19.0,6.0,,,241.0,W,1.8,6,51,
2007-08-01,0.7,-7.6,-4.3,-1.7,70696,1001.3,993.3,998.8,,39.0,34.0,5.0,,,22.0,E,1.0,3,52,
2007-08-02,2.9,-2.5,-0.2,-1.6,0/6/0,993.6,973.9,982.5,,47.0,40.0,19.0,,,30.0,NW,0.5,0,49,
2007-08-03,-2.2,-4.4,-3.3,-1.7,60690,993.9,982.5,989.6,,23.0,19.0,10.0,,,266.0,W,1.0,2,51,
2007-08-04,1.0,-3.8,-1.4,-1.7,60590,993.4,983.9,989.2,,50.0,39.0,18.0,,,38.0,NE,0.3,0,49,
2007-08-05,0.2,-2.3,-1.0,-1.7,60590,983.8,959.5,968.1,,53.0,43.0,23.0,,,43.0,N,0.8,0,49,
2007-08-06,-1.5,-3.6,-2.4,-1.8,60590,960.6,957.3,959.3,,42.0,35.0,19.0,,,29.0,N,0.0,0,49,
2007-08-07,-2.9,-8.3,-6.2,-1.8,60690,974.5,959.6,968.8,,40.0,31.0,15.0,,,19.0,N,1.0,2,51,
2007-08-08,-4.5,-8.4,-6.2,-1.8,60690,971.5,957.0,963.0,,39.0,33.0,17.0,,,29.0,N,0.0,0,51,
2007-08-09,-0.8,-11.1,-8.0,-1.8,51696,979.0,963.5,973.6,,49.0,39.0,17.0,,,22.0,W,0.0,0,49,
2007-08-10,-0.7,-15.1,-9.4,-1.8,51696,984.6,966.8,973.2,,44.0,34.0,18.0,,,247.0,SW,3.6,6,51,
2007-08-11,-0.7,-16.3,-9.9,-1.8,51696,989.9,980.8,984.5,,34.0,28.0,14.0,,,336.0,SE,8.9,5,51,
2007-08-12,-0.4,-13.8,-5.3,-1.8,5169/,985.8,974.7,981.9,,58.0,41.0,23.0,,,353.0,N,0.3,10,57,
2007-08-13,-11.5,-13.4,-12.6,-1.8,5169/,987.3,984.7,985.8,,17.0,13.0,8.0,,,221.0,SW,0.0,0,57,
2007-08-14,-10.2,-14.3,-11.6,-1.8,51742,1004.2,987.2,994.1,,21.0,16.0,8.0,,,231.0,SW,0.0,0,57,
2007-08-15,-1.0,-10.8,-7.1,-1.8,51742,1007.5,998.7,1003.6,,22.0,17.0,7.0,,,332.0,W,2.0,1,58,
2007-08-16,-0.6,-6.9,-3.3,-1.8,51742,1006.7,1002.6,1005.0,,12.0,8.0,4.0,,,319.0,NW,0.8,5,63,
2007-08-17,-1.1,-5.5,-2.2,-1.8,51742,1011.1,1005.8,1007.8,,10.0,9.0,4.0,,,336.0,NW,0.3,0,63,
2007-08-18,2.4,-6.8,-1.6,-1.8,51762,1012.0,994.6,1005.4,,44.0,36.0,15.0,,,27.0,NE,0.0,0,63,
2007-08-19,3.3,-1.3,1.4,-1.8,51762,995.6,986.0,993.1,,44.0,32.0,17.0,,,27.0,N,1.0,0,60,
2007-08-20,3.1,-2.2,0.5,-1.8,81890,986.1,980.8,983.7,,43.0,36.0,11.0,,,17.0,N,0.0,0,59,
2007-08-21,1.6,-0.1,0.6,-1.7,21790,985.5,980.0,983.1,,49.0,39.0,23.0,,,44.0,NE,0.0,0,58,
2007-08-22,1.9,-2.6,-0.7,-1.7,21790,986.4,981.8,984.4,,30.0,25.0,9.0,,,36.0,NE,1.0,0,58,
2007-08-23,-2.5,-5.8,-4.2,-1.7,60690,982.8,980.9,981.7,,15.0,12.0,5.0,,,154.0,SE,0.0,2,60,
2007-08-24,-2.8,-8.5,-5.0,-1.7,60990,981.7,965.9,974.1,,20.0,15.0,6.0,,,123.0,E,0.0,0,60,
2007-08-25,-3.8,-10.0,-6.2,-1.7,60990,979.3,966.4,974.3,,23.0,20.0,9.0,,,327.0,W,4.1,12,72,
2007-08-26,-3.1,-9.7,-5.8,-1.7,60990,980.9,976.1,978.0,,24.0,18.0,4.0,,,43.0,N,0.0,0,72,
2007-08-27,-4.6,-7.5,-6.1,-1.7,60990,991.2,981.0,986.5,,26.0,21.0,10.0,,,24.0,NE,0.0,0,72,
2007-08-28,-4.6,-9.0,-6.8,-1.7,60790,991.5,982.0,988.0,,43.0,21.0,10.0,,,23.0,NE,0.0,0,72,
2007-08-29,-1.7,-6.2,-3.8,-1.8,60790,984.9,978.5,982.3,,34.0,28.0,9.0,,,136.0,SE,1.5,3,64,
2007-08-30,-2.5,-8.0,-5.6,-1.7,60790,985.4,979.0,982.5,,44.0,35.0,6.0,,,44.0,E,0.0,0,64,
2007-08-31,-0.7,-4.9,-3.5,-1.8,60790,993.0,979.0,985.5,,50.0,41.0,15.0,,,38.0,E,0.8,3,67,
2007-09-01,0.3,-6.0,-2.4,-1.8,60790,992.9,976.6,983.7,,55.0,40.0,21.0,,,27.0,NE,0.0,0,67,
2007-09-02,0.2,-2.4,-0.7,-1.8,60690,988.3,980.5,983.8,,59.0,46.0,21.0,,,20.0,N,0.0,0,67,
2007-09-03,-0.5,-4.1,-2.7,-1.8,51690,997.5,988.2,993.1,,34.0,27.0,14.0,,,350.0,NW,3.3,1,67,
2007-09-04,-3.1,-6.4,-5.1,-1.8,51690,998.2,993.0,996.4,,12.0,11.0,4.0,,,26.0,NE,0.0,0,67,
2007-09-05,-5.3,-9.6,-7.3,-1.7,51690,999.6,991.4,993.6,,21.0,18.0,8.0,,,226.0,SW,0.5,0,67,
2007-09-06,-7.0,-11.0,-9.3,-1.7,51790,1008.7,999.7,1005.5,,15.0,12.0,5.0,,,222.0,NE,0.0,3,70,
2007-09-07,-2.6,-12.7,-9.4,-1.8,51790,1010.1,1004.2,1008.7,,26.0,20.0,6.0,,,25.0,E,0.8,0,70,
2007-09-08,-1.2,-4.9,-3.2,-1.8,31790,1020.1,1004.6,1015.1,,31.0,22.0,7.0,,,346.0,SW,0.0,3,65,
2007-09-09,-0.9,-3.1,-1.3,-1.8,31790,1020.8,1019.3,1020.1,,22.0,19.0,11.0,,,336.0,N,0.3,0,65,
2007-09-10,0.3,-1.3,-0.7,-1.8,31790,1020.0,1010.6,1015.5,,28.0,21.0,12.0,,,12.0,N,0.0,0,65,
2007-09-11,-0.4,-3.1,-1.4,-1.8,51790,1011.9,998.5,1006.1,,26.0,20.0,9.0,,,22.0,N,4.3,1,66,
2007-09-12,0.1,-3.1,-1.4,-1.8,51790,998.4,982.2,988.6,,38.0,31.0,15.0,,,234.0,N,2.8,10,76,
2007-09-13,-2.9,-9.0,-6.4,-1.8,51690,1005.5,987.2,997.2,,32.0,25.0,9.0,,,230.0,SW,0.0,5,66,
2007-09-14,-1.6,-9.9,-5.3,-1.8,51690,1008.7,1004.1,1006.3,,17.0,12.0,4.0,,,130.0,SE,1.5,0,66,
2007-09-15,1.9,-3.3,-1.4,-1.8,51690,1009.7,1000.5,1006.9,,29.0,22.0,5.0,,,13.0,SE,14.7,6,72,
2007-09-16,2.7,-5.6,-0.7,-1.8,51690,1008.2,991.5,1000.1,,56.0,36.0,14.0,,,345.0,N,7.9,0,72,
2007-09-17,-1.0,-7.8,-4.4,-1.8,51690,1010.4,1003.6,1007.9,,11.0,9.0,3.0,,,123.0,SE,1.8,0,72,
2007-09-18,3.6,-5.1,-0.3,-1.8,51690,1003.7,1000.7,1002.6,,38.0,31.0,8.0,,,26.0,NE,0.5,0,72,
2007-09-19,4.2,-0.4,1.8,-1.7,61690,1001.1,997.5,998.7,,47.0,37.0,21.0,,,36.0,NE,8.9,0,70,
2007-09-20,1.9,-1.9,-0.5,-1.6,60690,1004.3,997.9,1001.6,,38.0,29.0,5.0,,,38.0,SE,0.3,4,63,
2007-09-21,1.7,-1.9,-0.1,-1.6,205/0,1004.1,995.3,999.6,,45.0,39.0,17.0,,,52.0,N,0.0,0,61,
2007-09-22,0.4,-3.6,-2.1,-1.7,400/2,1006.3,1001.0,1003.8,,31.0,25.0,12.0,,,28.0,W,1.3,3,66,
2007-09-23,1.8,-2.6,-1.3,-1.7,20590,1001.5,993.2,997.1,,10.0,8.0,2.0,,,129.0,SE,2.5,5,68,
2007-09-24,2.7,-2.2,-0.5,-1.6,20490,993.8,967.5,984.4,,53.0,43.0,13.0,,,45.0,NE,0.8,0,68,
2007-09-25,1.5,-0.9,0.2,-1.6,20490,973.9,965.5,969.0,,27.0,22.0,12.0,,,31.0,N,2.3,3,72,
2007-09-26,1.2,-0.8,0.1,-1.6,20490,972.8,960.6,965.6,,47.0,36.0,20.0,,,33.0,N,1.8,0,70,
2007-09-27,1.0,-2.3,-0.7,-1.5,20490,977.8,963.4,968.1,,29.0,25.0,10.0,,,25.0,NE,0.0,0,69,
2007-09-28,-0.4,-4.5,-2.4,-1.6,20490,980.4,955.4,973.3,,64.0,52.0,13.0,,,42.0,NE,0.0,0,70,
2007-09-29,0.5,-1.8,-0.9,-1.5,70490,961.4,953.1,958.3,,51.0,40.0,15.0,,,43.0,NW,0.0,0,68,
2007-09-30,0.4,-1.8,-0.7,-1.8,30490,973.2,961.0,966.6,,32.0,25.0,15.0,,,348.0,N,0.8,0,67,
2007-10-01,1.8,-4.1,-1.6,-1.7,304/0,972.4,956.1,962.0,,39.0,27.0,16.0,,,31.0,E,0.0,0,66,
2007-10-02,0.7,-3.5,-1.7,-1.7,204/0,998.7,966.5,986.5,,33.0,28.0,10.0,,,23.0,NE,1.5,2,68,
2007-10-03,4.8,-0.5,1.9,-1.4,204/0,1002.2,997.3,1000.3,,36.0,28.0,12.0,,,29.0,NE,0.0,0,66,
2007-10-04,3.4,-3.0,-0.1,-1.4,204/0,997.9,987.6,991.7,,26.0,14.0,3.0,,,133.0,NE,0.0,0,64,
2007-10-05,-1.2,-3.2,-2.3,-1.4,204/0,1000.0,988.6,994.6,,20.0,18.0,8.0,,,243.0,W,0.0,0,62,
2007-10-06,-0.4,-2.6,-1.4,-1.4,204/0,1001.2,998.3,999.9,,19.0,17.0,7.0,,,240.0,NW,0.0,0,62,
2007-10-07,0.1,-2.3,-1.1,-1.6,404/0,999.9,971.3,987.2,,41.0,40.0,21.0,,,350.0,NW,0.3,2,64,
2007-10-08,-2.2,-7.7,-3.9,-1.7,404/0,975.4,962.7,968.3,,44.0,39.0,18.0,,,231.0,SW,1.0,1,65,
2007-10-09,-1.8,-9.6,-6.9,-1.6,204/0,993.2,975.2,988.1,,40.0,31.0,15.0,,,222.0,SW,0.0,0,64,
2007-10-10,0.2,-2.9,-1.0,-1.7,404/0,992.4,974.8,984.5,,25.0,19.0,13.0,,,357.0,N,7.1,6,70,
2007-10-11,2.5,-2.6,-1.2,-1.7,404/0,977.9,975.1,976.9,,18.0,15.0,4.0,,,329.0,NW,1.0,16,86,
2007-10-12,-1.2,-4.1,-2.9,-1.6,404/0,986.4,974.0,979.3,,20.0,17.0,8.0,,,201.0,SW,0.8,4,90,
2007-10-13,-1.7,-8.4,-5.4,-1.6,504/0,993.4,986.4,991.3,,28.0,24.0,7.0,,,229.0,E,0.0,0,85,
2007-10-14,-3.6,-8.1,-5.4,-1.5,304/0,990.6,964.7,980.0,,32.0,26.0,13.0,,,38.0,E,0.0,0,81,
2007-10-15,-5.8,-9.0,-7.6,-0.9,204/0,964.9,957.7,960.5,,42.0,30.0,19.0,,,121.0,SE,0.0,0,80,
2007-10-16,-2.1,-8.0,-6.3,-1.3,0/4/0,975.9,964.7,970.6,,22.0,18.0,8.0,,,242.0,SW,0.0,0,79,
2007-10-17,0.0,-8.9,-4.6,-1.1,0/4/0,984.3,975.7,978.5,,24.0,17.0,7.0,,,34.0,E,0.0,0,78,
2007-10-18,-2.6,-8.6,-5.5,-1.2,0/6/0,996.7,984.3,991.9,,20.0,17.0,8.0,,,28.0,NE,0.0,0,78,
2007-10-19,-1.4,-6.5,-3.9,-1.2,0/6/0,998.6,996.8,997.8,,32.0,26.0,14.0,,,19.0,NE,0.0,0,77,
2007-10-20,-2.0,-7.2,-4.5,-1.4,0/4/0,998.3,988.8,994.8,,26.0,22.0,8.0,,,19.0,E,0.0,0,77,
2007-10-21,1.6,-2.8,-0.7,-1.2,0/4/0,988.8,977.8,983.9,,42.0,32.0,15.0,,,47.0,E,0.8,0,77,
2007-10-22,4.2,-0.5,1.5,-0.9,0/4/0,986.6,969.6,975.3,,64.0,34.0,20.0,,,44.0,NE,0.5,0,76,
2007-10-23,3.1,-4.1,-0.7,-1.1,404/0,983.0,972.1,979.5,,20.0,17.0,7.0,,,236.0,SW,0.8,2,72,
2007-10-24,3.3,-5.3,-1.7,-1.3,304/0,983.7,981.8,982.9,,18.0,14.0,3.0,,,21.0,NE,0.0,0,71,
2007-10-25,0.3,-4.0,-1.5,-1.1,204/0,981.8,972.4,977.3,,41.0,32.0,12.0,,,72.0,E,0.0,0,70,
2007-10-26,-0.4,-4.2,-2.5,-1.2,204/0,979.8,972.5,977.2,,57.0,46.0,22.0,,,32.0,NE,0.3,0,70,
2007-10-27,0.9,-3.8,-1.6,-1.1,204/0,977.2,970.9,973.2,,19.0,16.0,4.0,,,121.0,SE,6.9,13,82,
2007-10-28,3.0,-3.8,-0.8,-1.1,204/0,972.0,969.5,970.4,,23.0,18.0,6.0,,,22.0,E,0.8,0,81,
2007-10-29,4.7,-4.5,-3.0,-1.5,404/0,977.3,972.0,974.1,,17.0,13.0,5.0,,,265.0,N,2.0,3,83,
2007-10-30,2.9,-5.9,-2.9,-1.2,204/0,980.8,977.4,978.8,,15.0,12.0,5.0,,,21.0,N,0.0,0,82,
2007-10-31,3.8,-6.7,-2.9,-0.7,204/0,981.0,978.9,979.9,,10.0,7.0,4.0,,,24.0,NE,0.0,0,80,
2007-11-01,2.7,-6.1,-2.5,-0.9,304/0,982.0,979.4,981.0,,8.0,6.0,3.0,,,240.0,NE,0.0,0,80,
2007-11-02,2.5,-3.5,-1.5,-1.3,304/0,987.4,980.2,982.3,,18.0,16.0,4.0,,,242.0,SW,0.0,0,78,
2007-11-03,0.1,-4.0,-3.0,-1.2,204/0,994.0,987.4,991.4,,18.0,16.0,7.0,,,241.0,SW,0.0,0,77,
2007-11-04,1.6,-6.5,-2.4,-1.0,204/0,993.8,983.3,989.2,,34.0,28.0,8.0,,,20.0,N,0.0,0,76,
2007-11-05,2.4,-1.3,-0.4,-0.9,204//,983.4,978.7,980.5,,27.0,20.0,7.0,,,69.0,SE,0.0,0,75,
2007-11-06,2.7,-0.5,0.7,-0.9,204/0,988.6,980.4,985.0,,31.0,25.0,7.0,,,28.0,NE,0.3,0,75,
2007-11-07,5.0,-1.2,-0.1,-0.8,204/0,998.2,988.6,993.8,,9.0,6.0,2.0,,,42.0,SE,2.5,5,80,
2007-11-08,2.1,-2.2,-0.7,-9.9,304/0,1001.2,998.2,1000.4,,9.0,7.0,2.0,,,44.0,NW,1.0,4,82,
2007-11-09,5.5,-3.1,-0.1,-0.6,204/0,1005.2,1000.8,1003.1,,8.0,8.0,2.0,,,272.0,NE,0.0,0,80,
2007-11-10,2.4,-1.7,-0.3,-0.5,20400,1005.3,1000.3,1002.4,,8.0,6.0,3.0,,,284.0,W,0.0,0,77,
2007-11-11,-0.5,-2.6,-1.6,-0.4,20400,1002.2,1000.4,1001.0,,9.0,8.0,5.0,,,294.0,W,0.3,0,76,
2007-11-12,-0.5,-2.0,-1.5,-0.3,0/400,1006.8,1002.2,1004.2,,17.0,15.0,8.0,,,245.0,SW,0.0,0,75,
2007-11-13,1.7,-2.6,-1.8,-0.5,204/0,1008.6,1004.4,1007.4,,16.0,14.0,6.0,,,207.0,SW,0.0,0,75,
2007-11-14,3.3,-2.3,-0.9,-0.5,204/0,1004.4,999.9,1002.2,,11.0,10.0,4.0,,,236.0,SE,0.8,1,76,
2007-11-15,5.4,-1.2,0.7,-0.7,30400,999.8,981.3,993.1,,37.0,26.0,11.0,,,72.0,E,1.3,2,78,
2007-11-16,3.2,-1.5,0.1,-0.8,20400,985.5,979.4,983.1,,26.0,20.0,8.0,,,70.0,NW,1.0,0,78,
2007-11-17,0.1,-1.9,-1.3,-0.8,0/700,984.2,980.2,981.3,,14.0,12.0,6.0,,,191.0,SW,0.5,0,78,
2007-11-18,1.1,-2.3,-1.2,-1.1,40700,985.1,980.1,982.2,,8.0,7.0,3.0,,,121.0,NE,0.0,0,78,
2007-11-19,6.1,-3.5,-1.0,-0.7,40700,986.3,983.5,984.5,,15.0,13.0,4.0,,,228.0,N,0.5,2,80,
2007-11-20,-1.3,-3.4,-2.1,-9.9,0/700,995.1,986.3,991.4,,28.0,22.0,14.0,,,228.0,SW,0.0,0,78,
2007-11-21,0.6,-4.0,-2.4,-1.0,0/700,995.0,986.7,991.1,,26.0,21.0,8.0,,,212.0,SW,0.0,0,76,
2007-11-22,-0.8,-3.4,-2.1,-0.7,20600,998.4,987.0,992.6,,28.0,24.0,12.0,,,226.0,SW,0.0,0,75,
2007-11-23,2.2,-2.9,0.0,-0.8,30600,998.1,966.5,984.2,,49.0,40.0,17.0,,,29.0,NE,8.6,1,76,
2007-11-24,1.9,-1.1,0.2,-1.4,30600,967.9,961.7,964.3,,43.0,28.0,18.0,,,351.0,N,2.3,1,77,
2007-11-25,1.6,-1.5,0.0,-0.9,30600,979.1,967.9,973.8,,22.0,18.0,9.0,,,69.0,E,0.0,5,82,
2007-11-26,3.7,-1.7,0.0,-0.5,30600,979.7,976.0,977.5,,22.0,14.0,5.0,,,82.0,NW,0.0,0,78,
2007-11-27,4.8,-1.9,0.4,-0.9,20600,985.5,976.3,979.5,,14.0,13.0,5.0,,,314.0,NW,0.0,0,74,
2007-11-28,2.4,-1.4,0.4,-0.5,20600,992.1,985.5,989.8,,34.0,26.0,11.0,,,17.0,N,0.0,0,73,
2007-11-29,3.9,-1.9,0.5,-0.5,20600,997.2,988.4,992.2,,15.0,12.0,4.0,,,147.0,SW,0.0,0,72,
2007-11-30,3.2,-2.5,0.2,-0.3,20600,997.5,979.8,989.9,,11.0,10.0,4.0,,,324.0,NW,0.0,0,68,
2007-12-01,7.1,0.6,3.0,0.1,20600,981.7,975.1,979.4,,45.0,37.0,15.0,,,30.0,NE,1.5,0,58,
2007-12-02,4.5,1.9,2.9,-0.3,20600,975.5,967.8,970.5,,54.0,32.0,18.0,,,24.0,NE,4.3,0,54,
2007-12-03,5.0,-0.3,1.3,-0.3,00600,977.8,969.5,972.9,,22.0,17.0,4.0,,,42.0,NW,0.0,0,44,
2007-12-04,-0.1,-1.3,-1.0,-0.1,00600,982.8,977.8,980.1,,19.0,17.0,12.0,,,237.0,SW,0.0,0,42,
2007-12-05,-0.1,-1.4,-0.8,-0.1,20600,994.0,982.8,988.9,,18.0,15.0,8.0,,,227.0,SW,0.0,0,38,
2007-12-06,2.8,-1.3,0.3,-0.2,20400,993.8,970.2,983.9,,37.0,29.0,16.0,,,25.0,NE,0.0,4,42,
2007-12-07,3.0,-1.5,-0.2,-0.4,20400,970.0,963.1,965.8,,31.0,25.0,13.0,,,235.0,SW,10.4,0,41,
2007-12-08,4.2,-1.9,0.2,-0.2,20400,968.0,966.0,966.7,,24.0,21.0,7.0,,,227.0,SW,0.0,0,40,
2007-12-09,2.6,-1.9,0.5,0.3,20400,975.2,968.0,971.9,,22.0,17.0,7.0,,,190.0,SW,0.0,0,33,
2007-12-10,3.8,-1.7,-0.1,0.6,20400,975.7,964.9,972.6,,22.0,15.0,6.0,,,124.0,SE,0.5,0,31,
2007-12-11,2.8,-0.9,0.6,-0.6,20400,965.0,958.9,961.8,,20.0,17.0,7.0,,,336.0,NW,2.3,0,28,
2007-12-12,3.7,-1.4,0.4,-0.6,20400,969.8,963.3,964.6,,17.0,15.0,5.0,,,30.0,N,0.0,0,24,
2007-12-13,2.3,-0.5,0.4,0.5,20400,985.7,969.9,979.8,,29.0,24.0,9.0,,,30.0,SW,0.0,0,23,
2007-12-14,3.8,0.5,1.3,0.1,00400,989.8,979.3,982.8,,37.0,30.0,14.0,,,27.0,NE,3.8,0,21,
2007-12-15,2.8,-0.2,0.7,0.2,00400,991.7,988.3,990.0,,15.0,12.0,5.0,,,281.0,SE,3.8,0,19,
2007-12-16,2.8,0.0,0.9,0.2,20400,995.1,989.0,992.2,,32.0,26.0,9.0,,,23.0,NW,2.0,0,17,
2007-12-17,1.6,-0.7,0.2,-0.5,40400,1003.1,990.0,996.0,,16.0,14.0,5.0,,,328.0,SW,0.5,0,15,
2007-12-18,2.8,-1.7,-0.1,0.2,40400,1009.1,1003.1,1006.8,,8.0,7.0,3.0,,,229.0,S,0.0,0,12,
2007-12-19,5.3,-1.0,1.2,0.4,40400,1008.3,994.7,1002.9,,10.0,10.0,4.0,,,326.0,NW,0.0,0,8,
2007-12-20,7.2,1.0,2.7,1.2,30400,996.7,993.4,994.7,,30.0,25.0,5.0,,,353.0,SW,0.0,0,4,
2007-12-21,5.2,0.6,1.9,1.5,20400,999.0,996.7,998.1,,13.0,13.0,7.0,,,272.0,W,0.0,0,2,
2007-12-22,4.0,-1.3,1.3,1.1,00400,997.3,982.5,989.1,,31.0,25.0,5.0,,,355.0,N,0.0,0,0,
2007-12-23,4.1,0.3,2.0,0.8,20400,985.3,982.4,984.0,,25.0,22.0,8.0,,,351.0,N,1.3,0,0,
2007-12-24,1.7,0.0,0.9,0.6,20400,987.4,983.3,985.0,,20.0,14.0,8.0,,,318.0,NW,2.0,3,3,
